Aachenerin,Aachener
abfütternden,feeding
abfütterndes,feeding
Abfütterns,Feeding
abfütterst,feeding
abfüttert,fed
abfütterte,fed
abfütterten,fed
abfüttertet,fed off
abgab,submitted
abgäbe,would give
Abgabeanstalt,Delivery Institution
Abgabebedingungen,Terms of delivery
Abgabebehälter,Dispensing container
Abgabebehältern,Dispensing containers
Abgabebehälters,Dispensing container
abgabeberechtigte,taxable persons
abgabeberechtigter,authorized to deliver
abgabeberechtigtes,taxable
Abgabebereitschaft,Readiness to submit
Abgabebereitschaften,Readiness to submit
Abgabebeschränkung,Surrender restriction
Abgabebeschränkungen,Selling restrictions
Abgabebetrag,Tax amount
Abgabebetrages,Tax amount
Abgabedaten,Dispensing dates
Abgabedatum,Submission date
Abgabedatums,Submission date
Abgabedruck,Delivery pressure
Abgabedrucks,Delivery pressure
Abgabeeinrichtung,Dispensing device
Abgabeeinrichtungen,Dispensing facilities
Abgabeerlaubnis,Submission permit
Abgabefläche,Delivery area
Abgabeflächen,Delivery areas
Abgabeform,Form of delivery
Abgabeformen,Forms of delivery
abgabefrei,tax free
abgabefreie,tax-free
abgabefreiem,tax-free
abgabefreien,royalty free
abgabefreier,tax-free
Abgabefreiheit,Tax exemption
Abgabefrist,Submission deadline
Abgabefristen,Submission deadlines
Abgabegefäß,Dispensing vessel
Abgabegefäße,Dispensing vessels
Abgabegefäßen,Dispensing vessels
Abgabegefäßes,Dispensing vessel
Abgabehöhe,Delivery level
Abgabehöhen,Delivery heights
Abgabekategorie,Delivery category
Abgabekategorien,Delivery categories
Abgabekurs,Submission rate
Abgabekurse,Submission rates
Abgabelager,Dispensing warehouse
Abgabelagern,Dispensing bearings
Abgabeland,Issuing country
Abgabelandes,Issuing country
Abgabelasten,Delivery loads
Abgabeleistung,Power output
Abgabeleistungen,Power output
Abgabematerial,Delivery material
Abgabemenge,Delivery quantity
Abgabemengen,Delivery quantities
Abgabemilderung,Tax mitigation
Abgabemilderungen,Tax reductions
Abgabemodus,Delivery mode
abgaben,taxes
abgäben,give away
Abgabenänderungsgesetz,Tax Amendment Act
Abgabenänderungsgesetzes,Tax Amendment Act
Abgabenangelegenheit,Tax matter
Abgabenangelegenheiten,Tax matters
Abgabenart,Type of charge
Abgabenarten,Types of duty
Abgabenbefreiung,Tax exemption
Abgabenbefreiungen,Tax exemptions
Abgabenbehörde,Tax authority
Abgabenbehörden,Tax authorities
Abgabenbelastung,Tax burden
Abgabenbelastungen,Tax burdens
abgabenbezogen,tax-related
abgabenbezogene,tax-related
abgabenbezogenem,tax-related
abgabenbezogenen,tax-related
abgabenbezogener,tax-related
abgabenbezogenes,tax-related
Abgabenbremse,Tax brake
Abgabenbremsen,Tax brakes
Abgabendruck,Levy pressure
Abgabendrucks,Due pressure
Abgabeneigungen,Tax propensities
Abgabenentrichtung,Payment of taxes
Abgabenentrichtungen,Tax payments
Abgabenerhebung,Tax collection
Abgabenerhebungen,Levies
Abgabenerhöhung,Tax increase
Abgabenerhöhungen,Tax increases
Abgabenerklärungen,Tax returns
Abgabenforderung,Tax claim
Abgabenforderungen,Tax claims
abgabenfrei,duty free
abgabenfreie,duty-free
abgabenfreiem,duty-free
abgabenfreien,duty-free
abgabenfreier,tax free
abgabenfreies,duty free
Abgabenfreiheit,Tax exemption
Abgabenfreiheiten,Tax exemptions
Abgabengesetz,Tax Act
Abgabengesetze,Tax laws
Abgabengesetzen,Tax laws
Abgabengesetzes,Tax Act
Abgabengut,Tax good
Abgabengutes,Tax good
Abgabenhinterziehung,Tax evasion
Abgabenhinterziehungen,Tax evasion
Abgabenhöhe,Tax amount
Abgabenhoheit,Tax sovereignty
Abgabenhöhen,Levies of taxes
Abgabenkategorie,Delivery category
Abgabenkategorien,Tax categories
Abgabenkeil,Tax wedge
Abgabenlast,Tax burden
Abgabenlasten,Tax burdens
Abgabenleistung,Tax payment
Abgabenleistungen,Tax benefits
Abgabenliste,Tax list
Abgabenlisten,Tax lists
Abgabenordnung,Tax Code
Abgabenordnungen,Tax codes
Abgabenpflicht,Duty
Abgabenpflichten,Tax obligations
abgabenpflichtig,taxable
abgabenpflichtige,taxable
abgabenpflichtigem,taxable
abgabenpflichtigen,taxable
abgabenpflichtiger,taxable
abgabenpflichtiges,taxable
Abgabenpolitik,Tax policy
Abgabenpolitiken,Tax policies
Abgabenquote,Tax rate
Abgabenquoten,Tax ratios
Abgabenrecht,Tax law
Abgabenrechte,Tax rights
Abgabenrechten,Tax law
abgabenrechtlich,tax law
abgabenrechtliche,tax law
abgabenrechtlichem,tax law
abgabenrechtlichen,tax law
abgabenrechtlicher,tax law
abgabenrechtliches,tax law
Abgabensache,Duty matter
Abgabensachen,Tax matters
Abgabensatz,Duty rate
Abgabensatzes,Tax rate
Abgabensatzung,Tax statute
Abgabenschuld,Tax debt
Abgabenschulden,Tax debts
Abgabenschuldner,Tax debtor
Abgabenschuldnerin,Tax debtor
Abgabenschuldnern,Tax debtors
Abgabenschuldners,Tax debtor
Abgabenseite,Levy side
Abgabenseiten,Submission pages
Abgabensenat,Tax Senate
Abgabensenats,Tax Senate
Abgabensenkung,Tax reduction
Abgabensenkungen,Tax cuts
Abgabenstrafen,Tax penalties
Abgabenstrafverfahren,Criminal tax proceedings
Abgabenstrafverfahrens,Criminal tax proceedings
Abgabenstundung,Deferred tax
Abgabenstundungen,Deferred taxes
Abgabensumme,Contribution amount
Abgabensummen,Tax sums
Abgabentyp,Duty type
Abgabentypen,Levy types
Abgabentyps,Levy type
Abgabenübererhebung,Excess taxes
Abgabenübererhebungen,Tax excesses
Abgabenüberhebung,Levy payment
Abgabenüberhebungen,Overdrafts
Abgabenvergleich,Tax comparison
Abgabenvergleiche,Tax comparisons
Abgabenvergleichen,Tax comparisons
Abgabenvergleichs,Tax comparison
Abgabenverhältnis,Tax ratio
Abgabenverhältnisses,Tax ratio
Abgabenverpflichtung,Tax obligation
Abgabenverpflichtungen,Tax obligations
Abgabenverwaltung,Tax administration
Abgabenverwaltungen,Tax administrations
Abgabenverweigerung,Refusal to pay
Abgabenverweigerungen,Tax refusals
Abgabenverzeichnis,List of taxes
Abgabenverzeichnisses,Tax register
Abgabenwesen,Taxation
Abgabenwesens,Tax system
Abgabenwirtschaft,Tax economy
Abgabenwirtschaften,Tax economies
Abgabenzahlung,Levy payment
Abgabenzahlungen,Levy payments
Abgabenzwang,Compulsory taxes
Abgabenzweck,Purpose of the tax
Abgabenzwecke,Tax purposes
Abgabenzwecken,Tax purposes
Abgabenzwecks,Tax purpose
Abgabeort,Drop-off point
Abgabeorten,Drop-off locations
Abgabeortes,Place of delivery
Abgabepflicht,Tax obligation
Abgabepflichten,Tax obligations
abgabepflichtig,taxable
abgabepflichtige,taxable
abgabepflichtigem,taxable
abgabepflichtigen,taxable
abgabepflichtiger,taxable
abgabepflichtiges,taxable
Abgabepolitik,Tax policy
Abgabepostamt,Delivery post office
Abgabepostämter,Post Offices
Abgabepostämtern,Delivery post offices
Abgabepostamtes,Delivery post office
Abgabepreise,Selling prices
Abgabepreisen,Selling prices
Abgabeprogramm,Dispensing program
Abgabeprogramme,Dispensing programs
Abgabeprogrammen,Dispensing programs
Abgabeprogramms,Dispensing program
Abgabepumpe,Dispensing pump
Abgabepumpen,Dispensing pumps
Abgaberate,Delivery rate
Abgaberaten,Dispensing rates
Abgaberaum,Delivery room
Abgaberechte,Submission rights
Abgaberechten,Tax rights
Abgaberechts,Submission law
Abgaberegelung,Tax regulation
Abgaberegelungen,Levy regulations
Abgaberegister,Delivery register
Abgaberegistern,Dispensing registers
Abgabesache,Delivery matter
Abgabesachen,Delivery matters
Abgabesaldo,Due balance
Abgabesatz,Tax rate
Abgabeschluss,Deadline
Abgabeschlusses,Submission deadline
Abgabeseite,Delivery side
Abgabeseiten,Submission pages
Abgabesoll,Delivery target
abgäbest,scrap
Abgabestellen,Drop-off points
abgäbet,give up
Abgabetage,Submission days
Abgabetags,Submission dates
Abgabetermin,Deadline
Abgabetermins,Deadline
Abgabetyp,Delivery type
Abgabetyps,Delivery type
Abgabeverboten,Selling bans
Abgabeverzeichnis,Submission directory
Abgabevorschrift,Dispensing regulation
Abgabevorschriften,Dispensing regulations
Abgabewesen,Tax system
Abgabezeitpunktes,Submission time
Abgabezug,Levy train
Abgabezuges,Levy train
abgabst,submit
abgalt,switched off
abgaltest,switch off
Abgang,Exit
Abgängerin,Graduate
Abgängern,Graduates
abgängiger,looser
Abgasabführung,Exhaust gas discharge
Abgasanalytik,Exhaust gas analysis
Abgasanforderung,Exhaust gas requirement
Abgasanteil,Exhaust gas content
Abgasantriebe,Exhaust gas drives
abgasarm,low emissions
abgasarmer,lower emissions
abgasarmes,low-emission
Abgasausstoß,Exhaust emissions
Abgasaustrittskanal,Exhaust outlet duct
Abgasaustrittsöffnung,Gas outlet opening
Abgasaustrittsöffnungen,Exhaust gas outlet openings
Abgasbehandlungen,Exhaust Treatments
Abgasbehandlungsanlage,Exhaust gas treatment system
abgasbeheizte,exhaust gas heated
abgasbeheizten,exhaust gas heated
Abgasbelästigung,Exhaust pollution
Abgasbelastung,Exhaust gas pollution
Abgasbestandteil,Exhaust gas component
Abgasbestandteile,Exhaust gas components
Abgasbestandteilen,Exhaust gas components
Abgasbestandteils,Exhaust gas component
Abgasbestimmung,Emission determination
Abgasbestimmungen,Emission regulations
Abgasbetrug,Exhaust fraud
Abgasbetrugs,Exhaust fraud
Abgasdiffusor,Exhaust diffuser
Abgasdiskussion,Exhaust discussion
Abgasdiskussionen,Exhaust discussions
Abgasdruckes,Exhaust pressure
Abgasdrucks,Exhaust pressure
Abgasdüse,Exhaust nozzle
Abgasdüsen,Exhaust nozzles
Abgaseinstufung,Exhaust gas classification
Abgaseinstufungen,Emission classifications
Abgaseintritt,Exhaust gas inlet
Abgaseintritte,Exhaust gas inlets
Abgasemissionsverordnung,Exhaust emission regulation
Abgasen,Exhaust
Abgasendrohres,Exhaust tailpipe
Abgasenergie,Exhaust energy
Abgasenergien,Exhaust energy
Abgasentgiftung,Exhaust gas detoxification
Abgasentgiftungen,Exhaust detoxification
Abgasentsorgung,Waste gas disposal
Abgases,Exhaust gas
Abgasfahne,Exhaust plume
Abgasfahnen,Exhaust plumes
Abgasfahnenüberhöhung,Exhaust plume elevation
Abgasfilteranlage,Exhaust filter system
Abgasfilteranlagen,Exhaust filter systems
Abgasfilters,Exhaust filter
Abgasfilterung,Exhaust filtering
Abgasfilterungen,Exhaust filtering
abgasfrei,emission-free
abgasfreie,emission-free
abgasfreiem,emission-free
abgasfreien,emission-free
abgasfreier,emission-free
abgasfreies,emission-free
Abgasfreiheit,Exhaust-free
Abgasfreiheiten,Emission-free
Abgasführung,Exhaust system
Abgasführungen,Exhaust ducts
Abgasgegendruck,Exhaust back pressure
Abgasgegendruckes,Exhaust back pressure
Abgasgegendrucks,Exhaust back pressure
Abgasgehalt,Exhaust gas content
Abgasgehalte,Exhaust gas content
Abgasgemisch,Exhaust gas mixture
Abgasgemische,Exhaust gas mixtures
Abgasgemischen,Exhaust gas mixtures
Abgasgemisches,Exhaust gas mixture
Abgasgemischs,Exhaust gas mixture
Abgasgeräusch,Exhaust noise
Abgasgeräusche,Exhaust noise
Abgasgeräuschen,Exhaust noise
Abgasgeräuschs,Exhaust noise
Abgasgesetze,Emission laws
Abgasgesetzen,Emission laws
Abgasgesetzes,Emissions Act
Abgasgesetzgebung,Emissions legislation
Abgasgesetzgebungen,Emissions legislation
Abgasglocke,Exhaust bell
Abgasglocken,Exhaust bells
Abgasgrenzwert,Exhaust gas limit
Abgasgrenzwerte,Exhaust gas limit values
Abgasgrenzwerten,Exhaust gas limit values
Abgasgutachten,Emissions report
Abgasgutachtens,Emissions report
Abgashandel,Emissions trading
Abgashandeln,Emissions trading
Abgashandels,Emissions trading
Abgashaube,Exhaust hood
Abgashauben,Exhaust hoods
Abgashitze,Exhaust heat
Abgaskamin,Exhaust chimney
Abgaskamine,Exhaust chimneys
Abgaskaminen,Chimneys
Abgaskanal,Exhaust duct
Abgaskanäle,Exhaust ducts
Abgaskanälen,Exhaust ducts
Abgaskanals,Exhaust duct
Abgaskatalysator,Catalytic converter
Abgaskatalysatoren,Catalytic converters
Abgaskern,Exhaust core
Abgaskerne,Exhaust cores
Abgaskernen,Exhaust cores
Abgaskessel,Exhaust gas boiler
Abgaskesseln,Exhaust boilers
Abgaskessels,Exhaust gas boiler
Abgasklappe,Exhaust flap
Abgasklappen,Exhaust flaps
Abgaskomponente,Exhaust gas component
Abgaskomponenten,Exhaust components
Abgaskondensationskessel,Flue gas condensing boiler
Abgaskondensationskesseln,Flue gas condensation boilers
Abgaskondensationskessels,Flue gas condensation boiler
Abgaskontrolle,Emissions control
Abgaskontrollen,Emissions controls
Abgaskonzentration,Exhaust gas concentration
Abgaskonzentrationen,Exhaust gas concentrations
Abgaskrümmer,Exhaust manifold
Abgaskrümmern,Exhaust manifolds
Abgaskrümmers,Exhaust manifold
Abgaskühler,Exhaust gas cooler
Abgaskühlern,Exhaust gas coolers
Abgaskühlers,Exhaust gas cooler
Abgaslader,Exhaust loader
Abgasladern,Exhaust gas chargers
Abgasladers,Exhaust gas charger
Abgaslärm,Exhaust noise
Abgasleitsystem,Exhaust gas control system
Abgasleitsysteme,Exhaust control systems
Abgasleitsystemen,Exhaust gas control systems
Abgasleitsystems,Exhaust gas control system
Abgasleitung,Exhaust pipe
Abgasleitungen,Exhaust pipes
Abgasleitungslänge,Exhaust pipe length
Abgasleitungslängen,Exhaust pipe lengths
Abgaslöschfahrzeug,Exhaust fire truck
Abgaslöschfahrzeuge,Exhaust fire trucks
Abgaslöschfahrzeugen,Exhaust fire trucks
Abgaslöschfahrzeugs,Exhaust fire truck
Abgaslöschgerät,Flue gas extinguishing device
Abgaslöschgeräte,Flue gas extinguishers
Abgaslöschgeräten,Flue gas extinguishers
Abgasmanipulation,Exhaust manipulation
Abgasmanipulationen,Exhaust manipulation
Abgasmassenstrom,Exhaust gas mass flow
Abgasmassenstromes,Exhaust gas mass flow
Abgasmenge,Exhaust gas quantity
Abgasmengen,Exhaust gas quantities
Abgasmessanlage,Exhaust gas measuring system
Abgasmessanlagen,Exhaust gas measuring systems
Abgasmessgerät,Flue gas analyzer
Abgasmessgeräte,Exhaust gas measuring devices
Abgasmessgeräten,Exhaust gas measuring devices
Abgasmessstrecke,Exhaust gas measuring section
Abgasmessstrecken,Exhaust gas measuring sections
Abgasmessung,Exhaust gas measurement
Abgasmessungen,Exhaust gas measurements
Abgasmischrohr,Exhaust mixing pipe
Abgasmischrohre,Exhaust mixing pipes
Abgasmischrohren,Exhaust mixing pipes
Abgasnachbehandlung,Exhaust aftertreatment
Abgasnachbehandlungen,Exhaust aftertreatment
Abgasnachbehandlungsanlage,Exhaust aftertreatment system
Abgasnachbehandlungsanlagen,Exhaust aftertreatment systems
Abgasnachbehandlungstechnik,Exhaust aftertreatment technology
Abgasniveau,Exhaust gas level
Abgasniveaus,Exhaust gas levels
Abgasnorm,Emission standard
Abgasnormen,Emission standards
Abgasnutzung,Exhaust gas utilization
Abgasöffnung,Exhaust opening
Abgasöffnungen,Exhaust openings
Abgaspartikel,Exhaust particles
Abgaspartikeln,Exhaust particles
Abgaspartikels,Exhaust particulate
Abgasproblem,Exhaust problem
Abgasprobleme,Exhaust problems
Abgasproblemen,Exhaust problems
Abgasproblems,Exhaust gas problem
Abgasqualität,Exhaust quality
Abgasqualitäten,Exhaust gas qualities
Abgasreduktion,Exhaust gas reduction
Abgasregel,Emission regulation
Abgasregeln,Emission regulations
Abgasregelung,Emission control
